"ID","GeneID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"gene126","MMP0106",809.611865017055,2.58103103718506,0.213202440261403,12.1060107662019,9.81528328996067e-34,1.244210730713e-32
"gene127","MMP0107",218.61595198479,3.5537123014158,0.216099633219885,16.4447863629636,9.14061203450866e-61,2.33416788475424e-59
"gene128","MMP0108",1967.46097703688,1.48930208865445,0.0988646020085544,15.0640578973411,2.79116029773366e-51,5.52587016247946e-50
"gene129","MMP0109",378.57350533696,3.25048292914883,0.161592201997157,20.1153452269066,5.41607252051168e-90,2.32759019052234e-88
"gene130","MMP0110",313.381862979896,2.31420735268929,0.141236342762844,16.3853531422516,2.43351564978722e-60,6.03923179566912e-59
"gene131","MMP0111",72.3239594522825,2.06360318809436,0.284443743445285,7.25487283741684,4.02039363487778e-13,1.87405650387689e-12
"gene132","MMP0112",608.980660207558,1.13768035641281,0.11516535740424,9.87866822155087,5.15129500648593e-23,4.22166595415265e-22
"gene133","MMP0113",763.518138060478,0.841236911239367,0.0936427208022534,8.98347361153483,2.62350402618042e-19,1.80570863051949e-18
"gene134","MMP0114",75.7432900074133,1.25088505401838,0.253096646818011,4.94232171680183,7.71976887832088e-07,1.95715579332394e-06
"gene135","MMP0115",339.974270999874,-0.642707404097829,0.125709978676818,-5.11262042093042,3.17720317375486e-07,8.35557013754635e-07
"gene136","MMP0116",2609.0740450935,-0.104467107469181,0.21289008064253,-0.490709135690523,0.623632184089585,0.676209174378984
"gene137","MMP0117",361.362963537802,-0.209211328626327,0.129561227532721,-1.61476803369657,0.106360938089928,0.1415468073372
"gene138","MMP0118",239.041957193843,0.0165370212531672,0.130705030975631,0.126521688795976,0.899318981822952,0.914532639883573
"gene139","MMP0119",232.307059686161,0.449099799064531,0.177435769117204,2.53105561127238,0.0113719816940579,0.0178427709215762
"gene140","MMP0120",149.973481040795,0.167146586047238,0.152908779274955,1.09311307591227,0.2743441555399,0.327725018346647
"gene141","MMP0121",43.4197530992728,0.832233681380534,0.433297401135243,1.92069852992442,0.0547697250606148,0.0776381782436068
"gene142","MMP0122",697.142009487563,0.438248347520385,0.109920505569073,3.9869571673776,6.69261021342352e-05,0.000140888640335152
"gene143","MMP0123",2984.85588254995,-1.01763937213095,0.213174460885167,-4.77373963046694,1.80836146657912e-06,4.40709945243763e-06
"gene144","MMP0124",373.208780386464,0.619367020969223,0.136712315740886,4.53044056501188,5.8860812475748e-06,1.36105973205076e-05
"gene145","MMP0125",1737.10152872627,0.161889175399822,0.17203250922703,0.941038273098595,0.346685246087361,0.404274919659781
"gene146","MMP0126",1086.46550713237,0.567877802070747,0.141215371121531,4.02135969732379,5.78631686455315e-05,0.000122248085315859
"gene147","MMP0127",10395.7989168519,0.22219013393753,0.124691853064499,1.78191380171886,0.0747632894814768,0.102356578140141
"gene148","MMP0128",234.705971766684,0.246236003291877,0.179713494581438,1.37015867320021,0.170637375697802,0.216533813448612
